id,text,CE,ENV,BME,PE,METAL,ME,EE,CPE,OPTIC,NANO,CHE,MATENG,AGRI,EDU,IE,SAFETY,MATH,MATSCI
128,sensitivity technique optimal system design forward osmosis organic acid recovery ltdas critical parameter operating condition define system efficiency forward osmosis fo process word reach optimal performance effective operation fo process achieved working optimal design parameter work simulate influence initial condition fo process performance sensitivity technique introduced developed dynamic fo model focused single mixture organic acid feed solution nh cl draw solution function operating variable fo membrane rejection concentration performance system could precisely defined via algorithm simulation result demonstrated sensitivity technique practically applied guideline design modify comparable fo process optimizing operating parameter achieve desirable performance term minimizing cost maximizing efficiency,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
129,effect framing earthquake risk perception technology press right reserved effect framing important perception earthquake risk investigated effect framing people perception earthquake risk frame conveying earthquake risk different term statement frequency term building damage severely damaged private building chance occurrence severely damaged private building per determine whether framing earthquake risk different term led different perception risk different people leading would effective framing type regarding severely damaged private building affected people earthquake risk perception whether experiencing earthquake disaster would change risk perception resident showed presenting risk severely damaged private building per commonly selected among frame statistically clarifies short time frame influence people earthquake risk decision agency effectively use framing communicate earthquake risk people seismic region stimulate earthquake preparedness reduce earthquake risk however earthquake experience change risk perception resident,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
130,forecasting tourist arrival major country nature pte tourism industry important industry economy compare forecasting model tourism arrival since country specific forecasting model reflect uniqueness country origin major country tourism namely china korea russia explored data used number tourist arrival country recorded jan sep performance seasonal autoregressive integrated moving model sarima multiple regression model evaluated term mean absolute percentage error mape important economic factor income price exchange rate qualitative factor represented dummy variable seasonal effect explored understand effect tourism demand result sarima preferred forecast tourism arrival multiple regression provides lowest error interested country,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
131,tuning catalytic behavior ethanol dehydration oxygen cofeeding pd hbz catalyst ethylene production low temperature catalytic ethanol dehydration oxygen cofeeding different pretreated pd hbz catalyst investigated catalyst pretreated different gas including air nitrogen hydrogen tested ethanol dehydration presence absence oxygen cofeeding presence oxygen cofeeding complete ethanol conversion obtained low temperature ca c ethylene major product attributed increased moderate strong acid site catalyst oxygen cofeeding addition different gas pretreatment seemed le effect catalytic behavior,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
132,online emerging topic detection twitter using random forest stock indicator feature social medium impactful fastest communication method monitoring twitter stream detect emerging topic understand event around world prior attempt online detect topic twitter however detect bursty topic using user defined keywords long simple rule propose algorithm detect emerging topic twitter stream detect emerging topic clustering technique applied aggregate set keywords since emerging topic occurs emerging topic merged stateful technique accumulate topic different time interval detect high signal topic small medium signal topic use statistical feature based acceleration z score propose include stock indicator feature relative strength index rsi stochastic oscillator stoch common feature trend oversold overbought detection stock similar topic detection twitter capture event pattern random forest rf proposed classifier detect emerging keywords utilizing stated five feature evaluate performance created corpus collecting twitter data million tweet labeling possible topic tota event along related keywords experiment conducted collected data fl result model outperforms baseline twittermonitor signitrend topicsketch term detected keywords topic,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
133,recurrent neural network environmental sound recognition using scikit learn tensorflow perform comparison technique environmental sound classification multilayer perceptron mlp vector machine svm deep learning using new machine learning platform e scikit learn tensorflow feature based classification principal component short time fourier transform used feature front end mlp svm deep learning based classification convolution pooling layer acting feature extractor input image fully connected layer act classifier experimental result proposed deep neural network dnn model outperform feature based sound classification algorithm original deep learning work,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
134,investigation saturated vapor pressure regarding low volatility organophosphorus extractants di ethylhexyl phosphoric acid tributyl phosphate correlation thermodynamics saturated vapor pressure data organophosphorus extractants di ethylhexyl phosphoric acid ehpa tributyl phosphate tbp investigated k kpa using vacuum distillation method data good fit antoine riedel wagner equation regression constant prove useful estimating operating temperature intermolecular hydrogen bonding affected ehpa lower comparison tbp thermodynamic property molar enthalpy molar entropy vaporization obtained using clausius clapeyron equation temperature increased molar enthalpy molar entropy vaporization decreased showing deviation trouton rule using relation molar enthalpy temperature saturated liquid heat capacity obtained data usefully employed design distillation column evaporator recycling extractants organic wastewater,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
135,forecasting precipitation cascading model cnn gru precipitation prediction necessary use water management applied way flood warning agriculture planning etc many prior attempt forecast rainfall rain gauge station deployed traditional machine learning approach arima k nn etc deep learning approach shown promising result task however accuracy still limited since raining period throughout scarce rainfall amount zero propose cascade deep learning network tackle problem classification model classify whether rain regression model predict rainfall amount network combination cnn gru cnn capture relationship sensor gru capture time series information furthermore perform multi step forecasting applying rolling mechanism us predicted rainfall involved feature predict next step experiment conducted hourly rainfall dataset provided public government sector use rmse performance metric evaluate period rainfall overall rain non rain period result cascading model winner term rmse percentage difference region,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
136,scenario planning low carbon tourism city case right reserved industrialization alongside urbanization proceeding rapidly worldwide generate massive greenhouse gas emission conflict among rapid urbanization sustainable development increasingly serious current model urbanization look unsustainable transition low carbon city ecotourism sustainable development approach tourism city achieve low carbon city target concept provides many benefit environment economy local people developing country popular tourist destination past develop ecotourism city promoting sustainable natural resource management conservation risk failing meet ecotourism target due rapid growth tourism order minimize risk ecotourism development scenario planning selected important tool help prepare plan development four scenario designed plausible alternative future particular assumption key driver important uncertainty steep selected identify key driving force include within scenario addition indicator monitoring development low carbon tourism city proposed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
137,development helpdesk microservices often business employ technology driving business growth many application system introduced organization process customer satisfaction helpdesk system allows user submit service request reporting problem requirement team trouble shooting design helpdesk microservice architecture promote scalability system implementation includes classification service automatically categorizes ticket associated team thesaurus database utilized clustering request subject benefit proposed approach would enable scalability fortify availability system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,preparation hydrothermal carbon catalyst conversion biomass hydroxymethylfurfural suitable hydrothermal carbonization condition including temperature c time h determined preparation glucose derived carbon material used catalyst sugar cellulose conversion hydrothermal carbon htcs prepared condition exhibited similar chemical structural characteristic examination liquid fraction hydrothermal carbonization provided evidence stability htcs suitable hydrothermal carbonization condition c h providing stable carbon sulfonation yielded carbon based acid catalyst htc h exhibit relatively high catalytic activity cellulose hydrolysis fructose dehydration reaction giving glucose hmf yield wt wt,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
139,interoperable building energy management system open protocol peak load shaving peak load shaving implemented building energy management system bems open protocol adopted facilitate interoperability capability tcp ip network data structure determined facility information access protocol fiap operation equipped battery energy storage system be optimized analytical load forecast model peak load shaving application developed minute line processing real world bems demonstrated test bed building load distributed air conditioning system experimental result gathered work load forecast conducted optimized operation kw be examined accordingly kw peak load successfully shaved kw peak demand,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
140,development prediction model ungauged catchment north computing machinery flow data essential hydrological planning management prevent drought flood region catchment flow data recorded poor quality hydrological index could alternative predicting flow ungauged catchment demonstrates predicting flow ungauged catchment case sub catchment upper ping catchment northwest regression method applied relationship flow index including runoff coefficient base flow index percentile flow catchment property prediction interval regression relationship used condition rainfall runoff model parameter model performance tested reliability percentile flow informative index regionalize flow rc bfi least contribution prediction flow poor large uncertainty percentile flow rc generally worked small sub catchment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
141,surface dependence adsorption influence heterogeneous photocatalytic reaction case photocatalytic degradation linuron zinc oxide science business medium llc part nature work systematically investigates discrepancy photocatalytic degradation pathway observed even kind photocatalyst used issue particularly important degradation toxic compound shifting pathway intermediate increased toxicity linuron toxic herbicide used model compound zinc oxide zno used catalyst form zno different exposing surface e conventional particle nanorods considered experimentally shown confirmed molecular simulation adsorption subsequent degradation surface dependent adsorption capacity linuron polar surface zno much higher non polar surface importantly alignment linuron molecule adsorbing different surface different leading formation different degradation intermediate degradation take place aliphatic aromatic side linuron adsorbs polar surface aliphatic part attacked hydroxyl radical non polar mixed terminated surface result work indicate exposing surface photocatalyst key factor determining degradation pathway considered catalyst design graphical figure available see fulltext,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
142,highly sensitive spr refractive index sensor based microfluidic channel assisted graphene ag composite nanowire group right reserved highly sensitive refractive index ri sensor based microfluidic channel mfc incorporated single mode fiber smf filled ag graphene composite nanowire analyzed sensing performance coupling property designed sensor numerically analyzed using full vectorial finite element method fem incorporating amplitude wavelength interrogation technique detection range varied n maximum wavelength amplitude sensitivity obtained nm riu riu ag graphene composite nanowire solve problem oxidation enhances sensitivity sensor addition high sensitivity provides performance sensing device based similar technology ag nanowire filled sensor influence polishing depth nanowire radius rn graphene layer lg channel size designed sensor thoroughly investigated work provide base designing real time highly sensitivity remote sensing distributed spr based ri sensor,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1
143,scaling network traffic logger microservice architecture past many large organization evolve technology stack microservices known microservice architecture although traditional monolithic architecture still good choice many application limitation scalability change made small part application requires entire monolith rebuilt deployed make harder maintain good modular structure time design network traffic logger using microservice architecture based scaling model scale cube service individually scaled application scaled efficiently preliminary carried performance evaluation result microservice based logger yield le query time radius log retrieval compared monolithic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
144,development asset management system distribution power transformer transformer important equipment electrical system lifetime scoped normally load capacity approximately predicted development distribution power asset management system transformer us statistic evaluation lifetime assessment spare part composed transformer statistic evaluation normal distribution weibull distribution log normal gumbel distribution applied appropriated statistic evaluation selected determine suitable failure time spare part normal distribution used self restoring insulation liquid gas breakdown weibull distribution used solid insulation breakdown work reduce maintenance cost precisely determine lifetime result next maintenance specified part,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
145,foliage houseplant response low formaldehyde level plant reported clean formaldehyde indoor environment reduce deleterious health effect measured formaldehyde removal rate concentration similar caused new furniture office photocopier measured co humidity change counted stoma density monitored leaf shape change control artificial polyester fern methanol voc plant reduced formaldehyde ppm ppm six plant fall major group different response group showed high removal rate fern h golden pothos h spanish moss h spider plant h faster artificial fern h change appear completely assimilate formaldehyde another group absorbed formaldehyde lower rate dumb cane h aloe vera h chinese evergreen h generally different overall behavior fast group different co humidity variance change suggesting different formaldehyde absorption mechanism intermediate case snake plant h slower rate fast group exhibited change suggesting combination mechanism overall good correlation formaldehyde uptake rate stoma count total leaf area water evapotranspiration rate shown plant,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
146,preparation aluminum magnesium oxide different method use ptsn catalyst support propane dehydrogenation magnesium aluminum oxide mg prepared physical mixing hydrothermal solvothermal method without calcination employed support bimetallic ptsn catalyst propane dehydrogenation use non calcined mg sv obtained solvothermal method led highest pt dispersion lowest fraction strong acid site lowest metallic tin specie coke content unlike catalyst gradually deactivated time stream ptsn mg sv maintained high propylene yield h reaction time without sign catalyst deactivation improved catalyst performance attributed high surface area flower like nanosheet structure mg sv uniform mg bonding high mg atomic ratio catalyst surface confirmed xps result,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
147,centralized market platform electric vehicle residential distribution system number electric vehicle ev tends steadily global scale cause challenge energy market ev term electricity cost technical effect distribution system centralized market platform managed distribution system operator dso determine appropriate appealing electricity cost charging ev without violating power system limit bus voltage level line capacity transformer loading limit complete operation centralized market platform ev power bidding price ev owner wish participate centralized market platform collected single auction electricity cost charging ev calculated taking account maximum ev power determined dso power system limit violated modifies employ typical distribution test system peak peak case result peak electricity cost charging ev range peak electricity cost range ev charging cost encourage ev owner utilize ev,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
148,performance geosynthetic cementitious composite mat stabilising sandy slope much interest soil erosion slope failure due seepage rainfall new technology material stabilise soil slope many geosynthetic material developed stabilise soil slope environmentally friendly convenient construction performance novel geosynthetic cementitious composite mat gccm regarding ability stabilise soil slope physical model test performed sandy soil slope seepage condition without gccm stabilisation particle image velocimetry used measure soil displacement standpipe piezometer used monitor pore water pressure slope result slope displacement gccm stabilisation much smaller without presence gccm constrains displacement near slope surface along slope without gccm slope deform middle upper zone slope area result indicate gccm performs slope stabilisation,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
149,event formalization basic supply chain pattern supply chain increasingly becoming valuable dynamic large variety compliance high quality needed total safety reliability business process model proposed cope risk complexity supply chain operation event unexpected event caused time dependent behavior occur formal verification approach becomes interesting choice preventive checking safety correctness real time system specification beginning design phase practice timed petri net formal model commonly used graphically time dependent behavior real time system however simulation timed petri net tedious inefficient verifying huge complex realtime system alternatively event formalization approach provides efficient automatic proving tool whilst writing event specification scratch need designer mathematical logic background still encourage drawing ordinary timed petri net otpn formal model supply chain event easier understandable place expect basic supply chain event pattern building block ordinary timed petri net notation would help ease construction formal model complex production process hereafter propose mean transform given ordinary timed petri net supply chain event pattern complete event specification automatically proved event prover rodin,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
150,application data mining software predict alum dosage coagulation process case vientaine lao pdr io press right reserved alum dosage prediction coagulation process using weka data mining software data collected dongmarkkaiy water treatment plant dwtp vientiane capital pdr total number collected data record compared result multilayer perceptron mlp rule p reptree method using root mean square error rmse mean absolute error mae input independent variable e turbidity ph alkalinity used dependent variable alum added coagulation process experimental result indicated mlp method yielded highest precision method order predict alum dosage,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
151,optimization fiber reinforced polymer patch repairing fatigue crack steel plate using genetic algorithm work made available term creative common attribution practical design optimization fiber reinforced polymer frp patch repairing fatigue crack metallic structure design procedure combine finite element fe genetic programming gp genetic algorithm ga approach optimum patch design defined combination design parameter simultaneously minimizes patch volume reduces stress intensity factor sif range fatigue threshold range patching correction factor account effect material geometric property patch adhesive layer sif solution proposed correction factor developed performing symbolic regression via gp analysis sif value obtained dimensional fe model closed form sif solution facilitates visualization effect design parameter simplifies calculation fatigue life reduces computation effort design optimization example center cracked steel plate subjected constant amplitude fatigue loading repaired double sided adhesive bonded frp patch used optimization procedure,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
152,improving short text classification using fast semantic expansion multichannel convolutional neural network text classification recognized crucial tool business user gain insight customer however textual data customer comment usually short main issue short text categorization insufficient contextual information noisy data due misspelling prior attempt propose deep learning approach short text categorization expanding semantic using word embeddings clustering via algorithm based density peak searching since number word word embeddings usually large clustering algorithm scale size data set demanding unacceptable computational cost propose fast short text categorization framework rather using cnn k max pooling layer propose use faster version convolutional neural network cnn multichannel cnn speed semantic expansion process propose employ mini batch k mean considerably faster scale size data set furthermore introduce preprocessing step vocabulary coverage rate word embeddings conducted experiment four public data set google snippet trec mr subj result showed proposed framework improve accuracy data set reduces computational cost,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
153,photovoltaic power generation forecast using estimator model kalman filter approach forecast photovoltaic pv power generation using kalman filter auto regressive integrated moving arima method suitable real time forecast high resolution time step use forecast five minute time step however kalman filter requires real time measurement data adjust forecast hence propose estimator model help approach perform reliable forecast even real time measurement data unavailable dataset building estimator model set historical data power generation neighbor pv rooftop distance pv rooftop use arima model estimate transition matrix running kalman filter performance test measured root mean square error rmse skill score s obtained show arima model lower accuracy compared kalman filter estimator model real time data estimation estimator model used kalman filter forecast pv power generation good accuracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
154,wheeling charge line flow differentiation based power flow calculation ieeeindustrial estate usually connected distribution system allow power producer directly negotiate customer distribution utility calculate wheeling charge fairness transparency concept wheeling charge calculation based power flow based mw mile method consideration differentiation line flow magnitude power transaction result proposed concept computes different wheeling charge existing power flow based mw mile method reflect line flow due power transaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
155,nonlinear model predictive control inverted pendulum using iterative steepest descent algorithm nonlinear model predictive control nmpc nonlinear system apply inverted pendulum distinction optimal control nmpc optimal control minimize cost function finite horizon applies control input system hand nmpc employ state feedback update control input time step sampling time control design nmpc formulated point boundary tpbv problem optimal control law calculated control input applied controlled system employ iterative steepest descent algorithm solve tpbv problem numerical result comparison optimal control nmpc applied inverted pendulum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
156,assessment heat power ratio bio oil sorption enhanced steam reforming solid oxide fuel cell system solid oxide fuel cell sofc high efficiency technology combined heat power chp generation heat power production varied change heat power load affect electrical thermal efficiency analyzes change heat power production rate bio oil sorption enhanced steam reforming sesr sofc system variation stack burner ratio bio oil split fraction fuel utilization factor uf recirculation ratio r investigated effect heat power ratio system performance co capture efficiency benefit implementation bio oil sesr sofc system conventional operation match energy demand industrial case evaluated result uf decrease operating range heat power ratio hand anode gas recirculation ratio affect parameter system performs high stack burner ratio higher heat power ratio increase stack electrical thermal efficiency leading higher chp efficiency heat power ratio proposed system varies however attain co capture efficiency higher heat power ratio lower comparing operational strategy fixed heat power ratio variable heat power ratio heat power ratio important factor energy management primary energy saving enhanced system operated satisfy rate heat power demand,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
157,unscented kalman filter state charge estimation lithium titanate battery accurate estimation state charge soc lithium titanate lto battery required effective operation management propose unscented kalman filter ukf approach estimating soc lto battery challenging ass due nonlinear voltage soc relationship aging impact approach us state measurement model based lto electrochemical characteristic employ sigma point weight address nonlinearities ukf based high accuracy rapid convergence resilience discharge rate outperforming matching capability existing state art approach work provides novel effective solution lto battery soc estimation useful application electric vehicle energy storage smart grid energy system,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
158,simple effective technology sustainable biodiesel production using high power household fruit blender commercial household fruit blender proposed simple le time consuming effective biodiesel production technique work biodiesel successfully produced w commercial household fruit blender due synergistic effect derived high rotational speed blender blade integrated micro mixing level cavitation phenomenon heat mass transfer greatly enhanced vigorous stirring inherently increased temperature methanol oil mixture greater c le min provision external heating required methanol fresh refined palm oil molar ratio wt sodium hydroxide catalyst fame yield achieved le min yield efficiency g j ml reaction volume ml reaction volume min reaction time fame yield achieved yield efficiency g j property produced fame comply en astm standard conclusion result indicate high power commercial household fruit blender utilized produce biodiesel economically effectively,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
159,bifunctional catalyst nife mgal hydrogen production chemical looping ethanol reforming chemical society ethanol produced biomass considered renewable carbon neutral candidate produce hydrogen performance nife mgal bifunctional catalyst term activity stability regenerability chemical looping reforming clr ethanol nife mgal bifunctional catalyst prepared hydrotalcite like compound co precipitation method characterization technique x ray diffraction inductively coupled plasma nitrogen adsorption desorption h temperature programmed reduction transmission electron microscopy used determine property fresh spent catalyst addition temperature programmed oxidation scanning electron microscopy raman analysis used observation coke formation spent catalyst meanwhile situ diffuse reflectance infrared fourier transform spectroscopy verify evolution catalyst reaction observed nife mgal catalyst showed higher catalytic activity stability monometallic fe mgal ni mgal catalyst specifically nife mgal catalyst provided highest h concentration low reaction temperature c high performance ascribed formation ni fe alloy particle combination pulse experiment x ray photoelectron spectroscopy elucidated iron particle surface form feo oxidize carbon deposit suppression coke formation addition nife mgal catalyst maintain high hydrogen selectivity repeated cycle,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
160,silver decorated reduced graphene oxide electrocatalyst zinc air battery due low cost high energy density zinc air battery zabs exhibit high potential energy application electrochemical performance air cathode decisive impact discharge performance zabs sluggish oxygen reduction reaction orr kinetics overpotential air cathode hence performance zabs work reduced graphene oxide decorated silver nanoparticles agnp rgo synthesized using simultaneous reduction graphene oxide silver ion different amount silver loading examined synthesis agnp rgo synthesized agnp rgo sample analyzed using rotating disk electrode order orr activity synthesized agnp rgo electrocatalyst applied tubular designed zinc air battery order performance zinc air battery result demonstrate agnp rgo efficient cost effective orr electrocatalyst practical application zabs,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
161,miniaturized hybrid coupler using quarter wave like transformer kiees miniaturization hybrid coupler microwave frequency size reduction achieved use quarter wave like transformer qwlts implemented properly designed conjugately characteristic impedance transmission line ccitls qwlt shorter physical length conventional quarter wave transformer qwt matching impedance size reduction achieved hybrid coupler without performance degradation miniaturization hybrid coupler reduce size circuit composing possibly manufacturing cost,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
162,minimized financial loss due interruption voltage sag consideration investment cost minimized financial loss due interruption voltage sag consideration investment cost modified rbts bus test system used simulation information technology industry council itic curve voltage tolerance curve sensitive industrial customer type line considered overhead line underground cable monte carlo simulation used simulate fault line modified rbts bus test system number unacceptable interruption voltage sag estimated fault simulation result showed changing certain overhead line underground cable yield minimized financial loss due interruption voltage sag consideration investment cost,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
163,heuristic based scheduling tablet film coating process computing machinery pharmaceutical industry tablet film coating planning concern coating sequence parallel machine completion time number tardy job minimized problem made difficult wide variety drug produced changing another drug requires considerably long period cleaning setup time time vary previously coated drug problem could transformed vehicle routing problem time window vrptw variable arc exch ge heur istic whose concep based variable neighborhood search vns devised solve problem proposed heuristic phase initial solution constructed easy implement dispatching heuristic e earliest due date edd longest processing time lpt initial solution iteratively improved series local search operator including opt relocation swap result proposed heuristic comparatively good compared optimization model term solution quality gap le instance order requires much le computation time crucial practical point view,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
164,early stress detection plant phenotyping using cnn lstm architecture order ensure availability food plant stress identification crucial task used plant phenotyping develop crop use convolution neural network cnn combined lstm identify early state plant stress caused deficiency nutrient use treatment dataset sorghum bicolor consists image growing sorghum image captured phenotyping facility view experiment study plant growing treatment condition ammonium nitrate network divided part feature extraction classification network vgg pre trained weight imagenet dataset used feature extractor lstm cell multi layer perceptron mlp used classify extracted feature determine stress plant subjected stressor network detect stress accuracy plant subjected stressor treatment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
165,potential carbon dioxide storage petroleum industry gulf green production climate change global warming global concern huge amount carbon dioxide co atmosphere gas come energy activity industry like petroleum industry carbon capture storage cc practical technology reduce storage co main potential site storage gulf however issue rare work aiming potential co geological storage formation gulf using simulation co storage capacity pressure buildup plume migration estimated simulated condition co injection used ton per depth meter result monitoring period result formation characteristic co storage area potential pressure buildup plume migration period fundamental knowledge contribute co storage offshore area,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
166,cutting oil emulsion destabilization aluminum sulfate informa limited trading taylor francis group destabilization mechanism high stable cutting oil emulsion aluminum sulfate investigated since affect property aggregate following separation unit dosage ph key factor destabilization effective separation occurred precipitated oh dominated neutral ph separation achieved solid floc formed exceeded dosage critical coagulation concentration ccc different mechanism proved emulsion destabilization upon concentration ph range mechanism adsorption oh surface oil droplet led droplet coalescence dosage sweep flocculation oh precipitate occurred dosage effective destabilization increased accordance oil concentration formation aluminum hydroxide precipitate bayerite structure affirmed analyzing elemental composition crystalline structure floc destablization,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
167,matrix decomposition method odd type gaussian normal basis multiplication normal basis used many application efficiency implementation however space complexity reduction technique binary field multiplier applicable optimal normal basis gaussian normal basis even type binary field gf k k use odd type gaussian normal basis method reduce space complexity odd type gaussian normal basis multiplier binary field gf k idea adapted matrix decomposition method optimal normal basis show space complexity reduction method reduce number xor gate used implementation comparing previous work small trade critical path delay,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
168,development software defined mesh network emulator testbed ddos defence proposed develop software defined mesh network emulator testbed order network defense ddos attack using sdn virtual switch reprogrammed drop attacker traffic earliest possible location advantageous comparison current industrial practice whereby firewall sitting network domain border gateway perform dropping action testbed us gns platform ov switch constructed controlled opendaylight controller simple linux script developed instantiate distributed ping attack possible starting switch victim gateway ddos intention numerical example reported show tcp udp throughput round trip time measurable emulated network user demonstrate application sdn resolving attacking adverse effect,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
169,design optimisation power efficient high altitude platform equatorial operation high altitude platform hap aircraft cruising stratosphere surveillance telecommunication main type hap fixed wing aeroplane airship balloon designing unmanned solar powered aeroplane communication functioning satellite value solar radiation power equinox summer solstice winter solstice estimated required power mission profile value required power available used constraint required solar cell area required battery capacity wing planform sized optimise wing aerofoil different tip dihedral angle simulated ansys optimal rolling pitching yawing moment could selected mass aircraft component estimated tail sized based mass location static margin calculated validate tail sizing hap centre mass verification power consumption performed simulation whole aircraft final conceptual hap model equipped aspect ratio eppler wing angle incidence degree tip dihedral angle degree metre longitudinal centre line,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
170,effect ferrihydrite impregnated powdered activated carbon phosphate removal biofouling ultrafiltration membrane licensee mdpi basel presence multiple contaminant specie surface water make surface water treatment difficult accomplish single process evaluated ability integrated adsorption ultrafiltration uf membrane filtration system simultaneously remove phosphate dissolved organic matter dom bare powdered activated carbon pac pac impregnated amorphous ferrihydrite fhpac adsorbent compared fhpac showed greater adsorption rate capacity phosphate fhpac phosphate adsorption capacity mg po g fhpac even dom competing adsorbate lab scale hybrid fhpac uf system e integrated adsorption fhpac uf membrane filtration irreversible membrane fouling ca time lower pac uf system membrane fouling pac uf system described pore blockage model main fouling bacterial deposition membrane surface clsm determined chemical composition foulants pac uf system included higher proportion protein nucleic acid alpha polysaccharide fhpac uf system overall fhpac ability undergo ligand exchange dom helped reduce nutrient bacteria biofouling accumulate membrane surface,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
171,simulation using representative data selection transboundary radiation effect evaluation nuclear accident consequence code nacac atomic energy society right reserved global radionuclide dispersion fukushima nuclear accident urged country begin evaluating radiation effect neighboring country representative data selection simulation evaluation method providing practical result reasonable computational resource however mostly used domestic radiation effect evaluation investigated modified simulation method transboundary radiation effect evaluation effect selected area boundary optional weather parameter sampling rate critical parameter representative data selection scheme sequentially investigated calculated result evaluation performed nuclear accident consequence code nacac hypothetical accident fangchenggang npp china area boundary optional weather parameter selection insignificantly impact predicted result sampling rate condition affect predicted result good agreement comprising dispersion characteristic total effective dose equivalent simulation using representative sequential data selection shown absolute mean bias error lower msv root mean square error lower msv correlation coefficient higher,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
172,preparation hydrothermal carbon acid catalyst defatted rice bran effect carbonization condition temperature c time h yield chemical characteristic hydrothermal carbon derived defatted rice bran htcdrb determined morphological chemical characteristic sulfonated htcdrb catalyst examined addition stability catalyst evaluated based amount biomass conversion product hydroxymethylfurfural hmf furfural levulinic acid formic acid leached water specified biomass conversion condition since hmf furfural small amount levulinic acid wt formic acid wt leached catalyst synthesized htcdrb prepared carbonization condition c h condition suitable carbonization condition despite similar structural chemical characteristic leaching test drb based hydrothermal carbon catalyst stable glucose based hydrothermal carbon catalyst prepared condition catalytic activity cellulose hydrolysis catalyst higher commercial amberlyst wet catalyst,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
173,au catalyzed desorption gaas oxide thermal desorption native oxide gaas surface around au particle vacuum using situ microspectroscopy temperature dependent desorption regime common surface identified low temperature desorption regime spatially limited vicinity au nanoparticles np catalytically enhanced oxide pinhole expand laterally macro hole many time size catalyzing np shape dictated underlying crystallography high temperature desorption regime cause homogeneous oxide thinning ultimately complete oxide desorption temperature difference regime c c oxide desorption au size gaas surface orientation au particle dissolve fresh gaas surface form mobile auga ga core shell unit form stationary auga crystallite catalyzing au particle run minimal reaction gaas surface result add fundamental understanding many au based nanofabrication process particularly epitaxial growth vertical lateral nanowires,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
